"Data","Hora","Abertura","Maxima","Minima","Fechamento","ULT"
"21/05/2021","00:00:00","122.701,4400","122.799,3600","121.760,3700","122.618,1900","122.618,1900"
"20/05/2021","00:00:00","122.635,9375","122.733,9531","122.136,1562","122.700,7891","122.618,1900"
"19/05/2021","00:00:00","122.975,9297","123.013,3984","121.595,2734","122.636,2969","122.618,1900"
"18/05/2021","00:00:00","122.937,4219","123.543,6797","122.549,7891","122.979,9609","122.618,1900"
"17/05/2021","00:00:00","121.880,2812","123.074,2109","121.680,4688","122.937,8672","122.618,1900"
"14/05/2021","00:00:00","120.719,1719","122.194,5469","120.719,1719","121.880,8203","122.618,1900"
"13/05/2021","00:00:00","119.711,2891","121.426,3438","119.711,2891","120.705,9062","122.618,1900"
"12/05/2021","00:00:00","122.963,9609","122.963,9609","119.458,4297","119.710,0312","122.618,1900"
"11/05/2021","00:00:00","121.903,8203","122.964,0078","120.145,4375","122.964,0078","122.618,1900"
"10/05/2021","00:00:00","122.038,1094","122.772,3672","121.794,5000","121.909,0312","122.618,1900"
"07/05/2021","00:00:00","119.921,6875","122.038,1094","119.921,6875","122.038,1094","122.618,1900"
"06/05/2021","00:00:00","119.576,7891","119.966,4219","119.071,0391","119.920,6094","122.618,1900"
"05/05/2021","00:00:00","117.724,6406","119.733,8594","117.724,6406","119.564,4375","122.618,1900"
"04/05/2021","00:00:00","119.209,4766","119.293,4219","117.630,6172","117.712,0000","122.618,1900"
"03/05/2021","00:00:00","118.951,2812","119.903,8672","118.527,5078","119.209,4766","122.618,1900"
"30/04/2021","00:00:00","120.064,3438","120.124,6094","118.893,8438","118.893,8438","122.618,1900"
"29/04/2021","00:00:00","121.052,8203","121.497,8594","119.702,8672","120.065,7500","122.618,1900"
"28/04/2021","00:00:00","119.391,7031","121.275,8594","119.391,7031","121.052,5234","122.618,1900"
"27/04/2021","00:00:00","120.594,6094","121.012,3438","119.003,2734","119.388,3672","122.618,1900"
"26/04/2021","00:00:00","120.533,7188","121.392,7188","119.859,6016","120.594,6094","122.618,1900"
"23/04/2021","00:00:00","119.372,0391","120.814,8281","119.372,0391","120.530,0625","122.618,1900"
"22/04/2021","00:00:00","120.064,3594","120.994,8438","119.203,2031","119.371,4766","122.618,1900"
"20/04/2021","00:00:00","120.925,0625","121.353,8203","119.841,3281","120.061,9922","122.618,1900"
"19/04/2021","00:00:00","121.116,0469","121.974,2109","120.682,1719","120.933,7812","122.618,1900"
"16/04/2021","00:00:00","120.700,6719","121.333,3594","120.198,8984","121.113,9297","122.618,1900"
"15/04/2021","00:00:00","120.290,2578","121.408,7188","120.083,9688","120.700,6719","122.618,1900"
"14/04/2021","00:00:00","119.297,5312","120.871,4531","119.297,5312","120.294,6797","122.618,1900"
"13/04/2021","00:00:00","118.809,3516","119.529,1562","118.041,1406","119.297,1328","122.618,1900"
"12/04/2021","00:00:00","117.660,7734","118.811,7422","117.660,7734","118.811,7422","122.618,1900"
"09/04/2021","00:00:00","118.312,6328","118.643,0312","117.336,1172","117.669,8984","122.618,1900"
"08/04/2021","00:00:00","117.623,7500","118.849,7500","117.486,0078","118.313,2266","122.618,1900"
"07/04/2021","00:00:00","117.498,8672","118.303,2812","116.747,9531","117.623,5781","122.618,1900"
"06/04/2021","00:00:00","117.519,4062","118.212,6016","117.175,9766","117.498,8672","122.618,1900"
"05/04/2021","00:00:00","115.262,2969","117.667,8516","115.262,2969","117.518,4375","122.618,1900"
"01/04/2021","00:00:00","116.644,4609","117.087,6875","114.990,5391","115.253,3125","122.618,1900"
"31/03/2021","00:00:00","116.849,6719","117.248,5078","115.932,4219","116.633,7188","122.618,1900"
"30/03/2021","00:00:00","115.413,7266","117.090,0703","114.999,1484","116.849,6719","122.618,1900"
"29/03/2021","00:00:00","114.776,4766","115.552,8438","114.095,7031","115.418,7188","122.618,1900"
"26/03/2021","00:00:00","113.750,0781","115.415,6016","113.305,4297","114.780,6172","122.618,1900"
"25/03/2021","00:00:00","112.064,6328","114.024,2969","110.926,7422","113.749,8984","122.618,1900"
"24/03/2021","00:00:00","113.272,0781","114.822,6016","112.064,1875","112.064,1875","122.618,1900"
"23/03/2021","00:00:00","114.976,9375","115.598,6562","113.061,8906","113.261,7969","122.618,1900"
"22/03/2021","00:00:00","116.222,0625","116.224,7266","113.619,5234","114.978,8594","122.618,1900"
"19/03/2021","00:00:00","114.837,2109","116.446,0938","114.610,0703","116.221,5781","122.618,1900"
"18/03/2021","00:00:00","116.549,0781","116.750,6562","114.301,9531","114.835,4297","122.618,1900"
"17/03/2021","00:00:00","114.017,6172","116.736,3594","113.428,1016","116.549,4375","122.618,1900"
"16/03/2021","00:00:00","114.845,1719","114.974,2188","113.370,0781","114.018,7812","122.618,1900"
"15/03/2021","00:00:00","114.092,9375","114.903,2266","113.634,9531","114.850,7422","122.618,1900"
"12/03/2021","00:00:00","114.983,7578","114.983,7578","113.253,1016","114.160,3984","122.618,1900"
"11/03/2021","00:00:00","112.781,8203","115.126,9375","112.775,5000","114.983,7578","122.618,1900"
"10/03/2021","00:00:00","111.331,2578","112.928,1406","109.998,8594","112.776,4922","122.618,1900"
"09/03/2021","00:00:00","110.611,4219","112.524,5000","109.343,2266","111.330,6172","122.618,1900"
"08/03/2021","00:00:00","115.202,2266","115.202,2266","110.267,7969","110.611,5781","122.618,1900"
"05/03/2021","00:00:00","112.690,4375","115.503,5781","112.503,9297","115.202,2266","122.618,1900"
"04/03/2021","00:00:00","111.190,7500","114.433,3828","111.163,1172","112.690,1719","122.618,1900"
"03/03/2021","00:00:00","111.529,1797","112.398,2422","107.465,7812","111.183,9531","122.618,1900"
"02/03/2021","00:00:00","110.328,4688","112.428,0781","107.319,1484","111.539,7969","122.618,1900"
"01/03/2021","00:00:00","110.035,8203","112.445,1172","110.035,7188","110.334,8281","122.618,1900"
"26/02/2021","00:00:00","112.260,2109","113.466,2109","109.827,0938","110.035,1719","122.618,1900"
"25/02/2021","00:00:00","115.668,3906","116.506,2188","111.764,2969","112.256,3594","122.618,1900"
"24/02/2021","00:00:00","115.229,4531","116.207,5938","114.668,4062","115.667,7812","122.618,1900"
"23/02/2021","00:00:00","112.675,9766","115.380,3828","112.667,3984","115.227,4609","122.618,1900"
"22/02/2021","00:00:00","118.388,0703","118.388,0703","111.650,2578","112.667,7031","122.618,1900"
"19/02/2021","00:00:00","119.199,1797","119.249,7734","117.867,2969","118.430,5312","122.618,1900"
"18/02/2021","00:00:00","120.360,7031","120.845,4688","118.514,9766","119.198,9688","122.618,1900"
"17/02/2021","00:00:00","119.421,1328","120.597,3281","118.879,9688","120.355,7891","122.618,1900"
"12/02/2021","00:00:00","119.299,8281","119.763,3594","118.162,6797","119.428,7188","122.618,1900"
"11/02/2021","00:00:00","118.439,7500","120.282,7578","118.439,7500","119.299,8281","122.618,1900"
"10/02/2021","00:00:00","119.471,8281","119.738,1328","117.969,9375","118.435,3281","122.618,1900"
"09/02/2021","00:00:00","119.695,6406","119.974,9297","118.245,6406","119.471,6172","122.618,1900"
"08/02/2021","00:00:00","120.239,3438","120.844,4219","119.140,0781","119.696,3594","122.618,1900"
"05/02/2021","00:00:00","119.260,6172","121.116,6016","119.260,6172","120.240,2578","122.618,1900"
"04/02/2021","00:00:00","119.727,7500","120.559,9766","118.917,6484","119.260,8203","122.618,1900"
"03/02/2021","00:00:00","118.234,9922","120.210,3828","118.234,2812","119.724,7188","122.618,1900"
"02/02/2021","00:00:00","117.520,3594","119.805,1797","117.519,1719","118.233,8125","122.618,1900"
"01/02/2021","00:00:00","115.093,1562","117.861,5078","115.093,1562","117.517,5703","122.618,1900"
"29/01/2021","00:00:00","118.879,8984","118.879,8984","114.973,0000","115.067,5469","122.618,1900"
"28/01/2021","00:00:00","115.882,2969","119.355,2266","115.733,6016","118.883,2500","122.618,1900"
"27/01/2021","00:00:00","116.463,4531","117.839,7891","114.886,5078","115.882,2969","122.618,1900"
"26/01/2021","00:00:00","117.380,8906","119.167,1406","116.109,1016","116.464,0625","122.618,1900"
"22/01/2021","00:00:00","118.317,5234","118.317,5234","116.108,8984","117.380,4922","122.618,1900"
"21/01/2021","00:00:00","119.628,4062","120.242,8594","117.785,1328","118.328,9922","122.618,1900"
"20/01/2021","00:00:00","120.644,5000","121.449,1016","118.739,8672","119.646,3984","122.618,1900"
"19/01/2021","00:00:00","121.249,8438","122.120,2422","119.257,0312","120.636,3906","122.618,1900"
"18/01/2021","00:00:00","120.351,4297","122.585,8203","120.351,4297","121.241,6328","122.618,1900"
"15/01/2021","00:00:00","123.471,5938","123.471,5938","120.185,1328","120.348,7969","122.618,1900"
"14/01/2021","00:00:00","121.946,6719","123.896,3516","121.946,6719","123.480,5234","122.618,1900"
"13/01/2021","00:00:00","123.996,2031","124.031,6797","121.015,6016","121.933,0781","122.618,1900"
"12/01/2021","00:00:00","123.255,1328","124.584,3281","123.227,4688","123.998,0000","122.618,1900"
"11/01/2021","00:00:00","125.075,1797","125.075,1797","122.505,5781","123.255,1328","122.618,1900"
"08/01/2021","00:00:00","122.387,4297","125.323,5312","122.385,7578","125.076,6328","122.618,1900"
"07/01/2021","00:00:00","119.103,0703","122.696,6406","119.100,7578","122.385,9219","122.618,1900"
"06/01/2021","00:00:00","119.376,9062","120.924,3203","118.916,9375","119.100,0781","122.618,1900"
"05/01/2021","00:00:00","118.834,8828","119.790,0625","116.756,0781","119.376,2109","122.618,1900"
"04/01/2021","00:00:00","119.024,2891","120.353,8125","118.061,7734","118.854,7109","122.618,1900"
"30/12/2020","00:00:00","119.409,8516","120.149,8516","118.919,4297","119.017,2422","122.618,1900"
"29/12/2020","00:00:00","119.130,0625","119.860,9062","118.750,1016","119.409,1484","122.618,1900"
"28/12/2020","00:00:00","117.805,5625","119.212,7891","117.804,9531","119.123,7031","122.618,1900"
"23/12/2020","00:00:00","116.636,1797","118.311,4375","116.636,1797","117.806,8516","122.618,1900"
"22/12/2020","00:00:00","115.824,6562","116.902,5391","115.648,3438","116.636,1797","122.618,1900"
"21/12/2020","00:00:00","118.020,9375","118.020,9375","114.730,0469","115.822,5703","122.618,1900"
"18/12/2020","00:00:00","118.395,2266","119.370,4766","117.638,2422","118.023,6719","122.618,1900"
"17/12/2020","00:00:00","117.863,5781","119.027,0469","117.856,2578","118.400,5703","122.618,1900"
"16/12/2020","00:00:00","116.148,9688","118.178,4375","115.495,7500","117.857,3516","122.618,1900"
"15/12/2020","00:00:00","114.613,4219","116.389,8203","114.613,4219","116.148,6328","122.618,1900"
"14/12/2020","00:00:00","115.136,9062","115.740,1016","114.431,0000","114.611,1172","122.618,1900"
"11/12/2020","00:00:00","115.127,7422","115.526,5703","113.949,3906","115.128,0000","122.618,1900"
"10/12/2020","00:00:00","113.002,2578","115.261,7109","112.731,7578","115.128,6328","122.618,1900"
"09/12/2020","00:00:00","113.798,5312","114.020,3984","112.566,7266","113.001,1562","122.618,1900"
"08/12/2020","00:00:00","113.589,7734","114.381,1406","112.820,3125","113.793,0625","122.618,1900"
"07/12/2020","00:00:00","113.750,5000","114.531,0391","112.629,1797","113.589,7734","122.618,1900"
"04/12/2020","00:00:00","112.293,7734","113.863,7266","112.293,7578","113.750,2188","122.618,1900"
"03/12/2020","00:00:00","111.873,8828","113.377,3281","111.873,8828","112.291,5938","122.618,1900"
"02/12/2020","00:00:00","111.401,7578","112.315,4219","110.579,1562","111.878,5312","122.618,1900"
"01/12/2020","00:00:00","108.897,2891","111.839,8594","108.897,2891","111.399,9062","122.618,1900"
"30/11/2020","00:00:00","110.598,0078","110.933,6797","108.829,1484","108.893,3203","122.618,1900"
"27/11/2020","00:00:00","110.228,6172","111.603,4062","110.161,1016","110.575,4688","122.618,1900"
"26/11/2020","00:00:00","110.132,5312","110.244,5000","109.418,3281","110.227,0938","122.618,1900"
"25/11/2020","00:00:00","109.786,3672","110.595,8125","109.315,2109","110.132,5312","122.618,1900"
"24/11/2020","00:00:00","107.377,9531","109.956,1797","107.360,5781","109.786,2969","122.618,1900"
"23/11/2020","00:00:00","106.050,4766","107.495,3516","106.050,4766","107.378,9219","122.618,1900"
"20/11/2020","00:00:00","106.669,8984","106.763,9609","105.680,2812","106.042,4766","122.618,1900"
"19/11/2020","00:00:00","106.117,2578","106.972,8828","105.545,3672","106.669,8984","122.618,1900"
"18/11/2020","00:00:00","107.245,5391","107.467,2500","106.043,3516","106.119,0938","122.618,1900"
"17/11/2020","00:00:00","106.430,0391","107.810,3125","105.846,6172","107.248,6328","122.618,1900"
"16/11/2020","00:00:00","104.728,5078","106.518,1562","104.728,5078","106.429,9219","122.618,1900"
"13/11/2020","00:00:00","102.508,7734","104.725,7891","102.508,7734","104.723,0000","122.618,1900"
"12/11/2020","00:00:00","104.810,0625","105.018,6562","102.033,7500","102.507,0078","122.618,1900"
"11/11/2020","00:00:00","105.066,9609","105.462,3281","104.143,4688","104.808,8281","122.618,1900"
"10/11/2020","00:00:00","103.516,3672","105.758,2891","103.452,6406","105.066,9609","122.618,1900"
"09/11/2020","00:00:00","100.953,9531","105.146,5625","100.953,9531","103.515,1562","122.618,1900"
"06/11/2020","00:00:00","100.750,5938","101.104,2891","99.837,0391","100.925,1094","122.618,1900"
"05/11/2020","00:00:00","97.872,8203","100.921,6328","97.872,2734","100.751,3984","122.618,1900"
"04/11/2020","00:00:00","95.991,5703","98.296,3516","95.987,4219","97.866,8125","122.618,1900"
"03/11/2020","00:00:00","93.967,6406","96.350,2266","93.967,6406","95.979,7109","122.618,1900"
"30/10/2020","00:00:00","96.578,7500","96.578,7500","93.559,1875","93.952,3984","122.618,1900"
"29/10/2020","00:00:00","95.368,4297","96.688,2500","93.386,5469","96.582,1562","122.618,1900"
"28/10/2020","00:00:00","99.597,7500","99.597,7500","95.368,7578","95.368,7578","122.618,1900"
"27/10/2020","00:00:00","101.017,3828","101.660,3672","99.413,9297","99.605,5391","122.618,1900"
"26/10/2020","00:00:00","101.259,8594","101.783,7891","99.761,8438","101.016,9609","122.618,1900"
"23/10/2020","00:00:00","101.917,7266","102.217,6172","101.188,3828","101.259,7500","122.618,1900"
"22/10/2020","00:00:00","100.552,9922","102.020,4375","100.456,8281","101.917,7266","122.618,1900"
"21/10/2020","00:00:00","100.541,2500","101.585,9219","100.148,9688","100.552,4375","122.618,1900"
"20/10/2020","00:00:00","98.663,8906","100.721,8281","98.663,8906","100.539,8281","122.618,1900"
"19/10/2020","00:00:00","98.310,3516","99.917,2188","98.309,7969","98.657,6484","122.618,1900"
"16/10/2020","00:00:00","99.054,0625","99.171,9609","98.309,1172","98.309,1172","122.618,1900"
"15/10/2020","00:00:00","99.328,0234","99.485,5000","97.778,2578","99.054,0625","122.618,1900"
"14/10/2020","00:00:00","98.501,5781","99.570,7969","98.501,4375","99.334,4297","122.618,1900"
"13/10/2020","00:00:00","97.483,4922","98.998,4688","97.336,2969","98.502,8203","122.618,1900"
"09/10/2020","00:00:00","97.924,1797","98.641,9062","97.161,3672","97.483,3125","122.618,1900"
"08/10/2020","00:00:00","95.529,5703","97.937,7188","95.529,5703","97.919,7266","122.618,1900"
"07/10/2020","00:00:00","95.615,8203","96.379,5703","94.880,6484","95.526,2578","122.618,1900"
"06/10/2020","00:00:00","96.091,1484","97.404,5391","95.211,0469","95.615,0312","122.618,1900"
"05/10/2020","00:00:00","94.019,3672","96.414,1719","93.984,2266","96.089,1875","122.618,1900"
"02/10/2020","00:00:00","95.474,6328","95.995,7031","93.896,6094","94.015,6797","122.618,1900"
"01/10/2020","00:00:00","94.604,1484","95.486,3281","93.599,0469","95.478,5234","122.618,1900"
"30/09/2020","00:00:00","93.585,8438","95.340,1172","93.584,1172","94.603,3828","122.618,1900"
"29/09/2020","00:00:00","94.664,7188","95.504,7812","93.408,1719","93.580,3516","122.618,1900"
"28/09/2020","00:00:00","97.005,3828","98.313,7266","94.370,6016","94.666,3672","122.618,1900"
"25/09/2020","00:00:00","97.011,4375","97.011,7969","95.631,7422","96.999,3828","122.618,1900"
"24/09/2020","00:00:00","95.735,0938","97.954,6328","95.652,5625","97.012,0703","122.618,1900"
"23/09/2020","00:00:00","97.294,3672","97.388,9375","95.728,1328","95.734,8203","122.618,1900"
"22/09/2020","00:00:00","96.994,5234","97.684,1562","96.390,2812","97.293,5391","122.618,1900"
"21/09/2020","00:00:00","98.282,7500","98.282,7500","95.820,3438","96.990,7188","122.618,1900"
"18/09/2020","00:00:00","100.097,7266","100.101,9062","98.044,8125","98.289,7109","122.618,1900"
"17/09/2020","00:00:00","99.673,7734","100.250,8828","98.561,5078","100.097,8281","122.618,1900"
"16/09/2020","00:00:00","100.298,8594","100.663,3594","99.663,0234","99.675,6797","122.618,1900"
"15/09/2020","00:00:00","100.277,0000","100.949,4297","99.646,8125","100.297,9062","122.618,1900"
"14/09/2020","00:00:00","98.366,6172","100.519,7969","98.366,6172","100.274,5234","122.618,1900"
"11/09/2020","00:00:00","98.839,0781","99.434,7422","97.757,8984","98.363,2188","122.618,1900"
"10/09/2020","00:00:00","101.291,3125","101.536,4766","98.686,5469","98.834,5938","122.618,1900"
"09/09/2020","00:00:00","100.050,4297","101.578,0078","100.050,4297","101.292,0469","122.618,1900"
"08/09/2020","00:00:00","101.239,3438","101.239,3438","99.372,9766","100.050,4297","122.618,1900"
"04/09/2020","00:00:00","100.733,1172","101.581,7734","98.960,5000","101.241,7266","122.618,1900"
"03/09/2020","00:00:00","101.910,9375","103.225,5781","99.750,7969","100.721,3594","122.618,1900"
"02/09/2020","00:00:00","102.168,4219","102.823,8828","100.871,7891","101.911,1328","122.618,1900"
"01/09/2020","00:00:00","99.382,0234","102.237,9297","99.382,0234","102.167,6484","122.618,1900"
"31/08/2020","00:00:00","102.141,5312","102.141,6172","99.369,1484","99.369,1484","122.618,1900"
"28/08/2020","00:00:00","100.631,2109","102.347,0469","100.631,2109","102.142,9297","122.618,1900"
"27/08/2020","00:00:00","100.624,9766","101.547,8203","99.856,9062","100.623,6406","122.618,1900"
"26/08/2020","00:00:00","102.118,7578","102.521,3828","99.359,3594","100.627,3281","122.618,1900"
"25/08/2020","00:00:00","102.292,8672","102.708,3594","101.623,3125","102.117,6406","122.618,1900"
"24/08/2020","00:00:00","101.525,4375","102.514,8672","101.525,2031","102.297,9531","122.618,1900"
"21/08/2020","00:00:00","101.459,5469","101.565,7969","100.412,4531","101.521,2891","122.618,1900"
"20/08/2020","00:00:00","100.852,9375","101.749,1016","99.131,3984","101.467,8672","122.618,1900"
"19/08/2020","00:00:00","102.072,1562","102.333,7891","100.800,4062","100.853,7188","122.618,1900"
"18/08/2020","00:00:00","99.597,0078","102.247,2969","99.597,0078","102.065,3516","122.618,1900"
"17/08/2020","00:00:00","101.348,1484","101.688,9766","98.513,3438","99.595,4062","122.618,1900"
"14/08/2020","00:00:00","100.469,4375","101.717,3438","100.444,7422","101.353,4531","122.618,1900"
"13/08/2020","00:00:00","102.118,2812","103.236,9297","100.187,0625","100.460,6016","122.618,1900"
"12/08/2020","00:00:00","102.175,9531","103.116,1094","100.697,7812","102.117,7891","122.618,1900"
"11/08/2020","00:00:00","103.448,7500","104.408,9219","102.174,2578","102.174,3984","122.618,1900"
"10/08/2020","00:00:00","102.776,0234","103.722,4922","101.282,0469","103.444,4766","122.618,1900"
"07/08/2020","00:00:00","104.116,0391","104.126,2969","101.956,5000","102.775,5469","122.618,1900"
"06/08/2020","00:00:00","102.794,7578","104.523,2812","102.794,7578","104.125,6406","122.618,1900"
"05/08/2020","00:00:00","101.219,9766","103.762,6562","101.219,9766","102.801,7578","122.618,1900"
"04/08/2020","00:00:00","102.825,5469","103.011,5000","100.004,5000","101.215,8672","122.618,1900"
"03/08/2020","00:00:00","102.912,8672","103.863,3281","102.304,2578","102.829,9609","122.618,1900"
"31/07/2020","00:00:00","105.009,9922","105.462,1328","102.642,0391","102.912,2422","122.618,1900"
"30/07/2020","00:00:00","105.605,1719","105.606,7891","103.919,9375","105.008,7031","122.618,1900"
"29/07/2020","00:00:00","104.111,7500","105.703,6172","104.111,7500","105.605,1719","122.618,1900"
"28/07/2020","00:00:00","104.477,0781","104.662,8281","103.591,7969","104.109,0703","122.618,1900"
"27/07/2020","00:00:00","102.380,8516","104.584,5234","102.380,5469","104.477,0781","122.618,1900"
"24/07/2020","00:00:00","102.291,8203","102.693,7422","100.858,7578","102.381,5781","122.618,1900"
"23/07/2020","00:00:00","104.291,2422","104.949,3984","102.118,5391","102.293,3125","122.618,1900"
"22/07/2020","00:00:00","104.311,5938","104.979,9531","103.277,0078","104.289,5703","122.618,1900"
"21/07/2020","00:00:00","104.426,4922","105.449,2266","103.732,3281","104.309,7422","122.618,1900"
"20/07/2020","00:00:00","102.887,6016","104.438,5781","102.744,2500","104.426,3672","122.618,1900"
"17/07/2020","00:00:00","100.554,0938","103.016,6016","100.554,0938","102.888,2500","122.618,1900"
"16/07/2020","00:00:00","101.791,0078","101.792,3281","100.160,1797","100.553,2734","122.618,1900"
"15/07/2020","00:00:00","100.444,2812","102.113,5078","100.444,2812","101.790,5391","122.618,1900"
"14/07/2020","00:00:00","98.698,8828","100.632,0625","98.288,8125","100.440,2266","122.618,1900"
"13/07/2020","00:00:00","100.027,3984","100.857,6797","98.697,0625","98.697,0625","122.618,1900"
"10/07/2020","00:00:00","99.160,1719","100.100,9766","98.738,6562","100.031,8281","122.618,1900"
"09/07/2020","00:00:00","99.770,3203","100.191,2422","98.860,8281","99.160,3281","122.618,1900"
"08/07/2020","00:00:00","97.764,9531","99.972,7812","97.764,9531","99.769,8828","122.618,1900"
"07/07/2020","00:00:00","98.937,3984","98.938,0000","97.272,0234","97.761,0391","122.618,1900"
"06/07/2020","00:00:00","96.775,7422","99.256,8516","96.767,6406","98.937,1562","122.618,1900"
"03/07/2020","00:00:00","96.236,9688","96.764,8672","95.803,3203","96.764,8516","122.618,1900"
"02/07/2020","00:00:00","96.205,5781","97.864,1562","96.051,8516","96.234,9609","122.618,1900"
"01/07/2020","00:00:00","95.061,6172","96.851,7500","95.061,6172","96.203,2031","122.618,1900"
"30/06/2020","00:00:00","95.727,6016","96.257,2969","94.806,4688","95.055,8203","122.618,1900"
"29/06/2020","00:00:00","93.836,9375","95.735,3516","93.825,2734","95.735,3516","122.618,1900"
"26/06/2020","00:00:00","95.979,0312","95.979,0312","93.513,7031","93.834,4922","122.618,1900"
"25/06/2020","00:00:00","94.382,0469","96.259,7031","94.151,8281","95.983,0938","122.618,1900"
"24/06/2020","00:00:00","95.973,8125","95.973,8125","93.259,0703","94.377,3594","122.618,1900"
"23/06/2020","00:00:00","95.343,5234","97.485,5938","95.343,5234","95.975,1562","122.618,1900"
"22/06/2020","00:00:00","96.572,2422","96.870,4375","94.868,8125","95.335,9609","122.618,1900"
"19/06/2020","00:00:00","96.137,8906","97.540,3281","95.874,2969","96.572,1016","122.618,1900"
"18/06/2020","00:00:00","95.547,2031","97.109,5391","94.697,5312","96.125,2422","122.618,1900"
"17/06/2020","00:00:00","93.531,1719","96.611,3984","93.531,1719","95.547,2891","122.618,1900"
"16/06/2020","00:00:00","92.386,6562","95.215,5625","92.386,6562","93.531,1719","122.618,1900"
"15/06/2020","00:00:00","92.780,3516","93.111,6172","90.147,9219","92.375,5234","122.618,1900"
"12/06/2020","00:00:00","94.677,1406","94.703,2578","90.810,9766","92.795,2734","122.618,1900"
"10/06/2020","00:00:00","96.747,3203","97.645,8516","94.664,8125","94.685,9766","122.618,1900"
"09/06/2020","00:00:00","97.644,3438","97.644,3438","95.385,8125","96.746,5469","122.618,1900"
"08/06/2020","00:00:00","94.640,4297","97.693,4688","94.635,1875","97.644,6719","122.618,1900"
"05/06/2020","00:00:00","93.839,1562","97.355,7500","93.838,6016","94.637,0625","122.618,1900"
"04/06/2020","00:00:00","92.992,6328","94.132,2969","92.220,7969","93.828,6094","122.618,1900"
"03/06/2020","00:00:00","91.048,1016","93.710,0469","91.048,1016","93.002,1406","122.618,1900"
"02/06/2020","00:00:00","88.622,4922","91.046,4922","88.622,4922","91.046,3828","122.618,1900"
"01/06/2020","00:00:00","87.395,1484","89.019,3672","86.836,5703","88.620,1016","122.618,1900"
"29/05/2020","00:00:00","86.951,3203","87.410,0312","85.384,2891","87.402,5938","122.618,1900"
"28/05/2020","00:00:00","87.946,1016","88.090,6719","86.766,9219","86.949,0938","122.618,1900"
"27/05/2020","00:00:00","85.467,5000","87.946,2500","85.467,5000","87.946,2500","122.618,1900"
"26/05/2020","00:00:00","85.667,5000","87.332,5312","85.395,7109","85.468,9062","122.618,1900"
"25/05/2020","00:00:00","82.197,7578","85.875,6016","82.193,3281","85.663,4766","122.618,1900"
"22/05/2020","00:00:00","83.027,0938","83.027,0938","81.668,7969","82.173,2109","122.618,1900"
"21/05/2020","00:00:00","81.319,7266","83.308,9609","81.317,1094","83.027,0938","122.618,1900"
"20/05/2020","00:00:00","80.746,8125","82.290,4922","80.739,6094","81.319,4531","122.618,1900"
"19/05/2020","00:00:00","81.196,6875","82.174,5469","80.647,0234","80.742,3516","122.618,1900"
"18/05/2020","00:00:00","77.575,7109","81.420,3672","77.571,3906","81.194,2891","122.618,1900"
"15/05/2020","00:00:00","79.010,5938","79.538,2266","77.426,1016","77.556,6172","122.618,1900"
"14/05/2020","00:00:00","77.770,4766","79.010,8125","75.696,9531","79.010,8125","122.618,1900"
"13/05/2020","00:00:00","77.876,8828","78.911,2812","77.151,9766","77.772,2031","122.618,1900"
"12/05/2020","00:00:00","79.064,6016","80.344,0312","77.871,9531","77.871,9531","122.618,1900"
"11/05/2020","00:00:00","80.263,4219","80.722,7500","78.993,7500","79.064,6016","122.618,1900"
"08/05/2020","00:00:00","78.151,8672","80.556,6172","78.151,8672","80.263,3516","122.618,1900"
"07/05/2020","00:00:00","79.072,2812","80.061,1875","78.061,4375","78.118,5703","122.618,1900"
"06/05/2020","00:00:00","79.472,7812","79.996,0391","78.055,8203","79.063,6797","122.618,1900"
"05/05/2020","00:00:00","78.887,1172","81.065,8984","78.886,3438","79.470,7812","122.618,1900"
"04/05/2020","00:00:00","80.501,1719","80.501,6484","77.640,2188","78.876,2188","122.618,1900"
"30/04/2020","00:00:00","83.169,3438","83.169,3438","80.168,0625","80.505,8906","122.618,1900"
"29/04/2020","00:00:00","81.312,8906","83.598,0078","81.312,8906","83.170,7969","122.618,1900"
"28/04/2020","00:00:00","78.243,3203","81.427,3203","78.243,3203","81.312,2266","122.618,1900"
"27/04/2020","00:00:00","75.334,2812","78.562,7109","75.326,5781","78.238,6016","122.618,1900"
"24/04/2020","00:00:00","79.666,6172","79.666,6172","72.040,8203","75.330,6094","122.618,1900"
"23/04/2020","00:00:00","80.690,3516","81.933,5000","78.621,9219","79.673,2969","122.618,1900"
"22/04/2020","00:00:00","78.972,8281","81.183,7266","78.972,7578","80.687,1484","122.618,1900"
"20/04/2020","00:00:00","78.988,6406","80.105,9922","76.942,8906","78.972,7578","122.618,1900"
"17/04/2020","00:00:00","77.817,4609","79.846,4297","77.754,4531","78.990,2891","122.618,1900"
"16/04/2020","00:00:00","78.836,7188","80.167,2188","77.452,3594","77.811,8516","122.618,1900"
"15/04/2020","00:00:00","79.911,3281","80.034,7812","77.545,6719","78.831,4609","122.618,1900"
"14/04/2020","00:00:00","78.847,6719","81.667,8125","78.847,6719","79.918,3594","122.618,1900"
"13/04/2020","00:00:00","77.681,9375","78.835,8203","76.405,3594","78.835,8203","122.618,1900"
"09/04/2020","00:00:00","78.639,7422","80.427,6016","77.456,8594","77.681,9375","122.618,1900"
"08/04/2020","00:00:00","76.334,7891","79.058,1328","76.115,1875","78.624,6172","122.618,1900"
"07/04/2020","00:00:00","74.078,0078","79.855,4766","74.078,0078","76.358,0938","122.618,1900"
"06/04/2020","00:00:00","69.555,6094","75.259,7031","69.555,6094","74.072,9766","122.618,1900"
